brand_name,car_name,car_source_city_name,official_price,sh_price,transfer_cnt,car_year,car_mileage
别克,2.4L CT豪华商务舒适版,青岛,28.99万,7.70万,1,2014年,13万公里
大众,豪华型,石家庄,23.79万,13.21万,1,2023年,1.78万公里
宝马,525Li 领先型,北京,46.66万,14.28万,0,2015年,8.50万公里
奔驰,改款 GLB 200 时尚型,武汉,31.85万,18.98万,0,2022年,3万公里
吉利汽车,1.5L 自动尊贵型,东莞,6.59万,3.10万,1,2018年,5.61万公里
宝马,xDrive25i M运动套装,无锡,38.98万,19.98万,0,2020年,5.90万公里
哈弗,国潮版 1.5T i潮 国VI,佛山,11.80万,5.58万,0,2019年,5.62万公里
凯迪拉克,28T 精英型,青岛,31.99万,13.80万,0,2019年,7万公里
宝马,改款 sDrive20Li 尊享型,济南,29.88万,13.90万,0,2021年,4.80万公里
奔驰,C 180 L 时尚型运动版,成都,32.38万,12.38万,0,2018年,7万公里
丰田,2.0T 四驱豪华版 7座,大连,29.78万,16.30万,1,2018年,6万公里
奥迪,40 TFSI 技术型,西安,43.16万,13.00万,0,2015年,8.60万公里
雪佛兰,530T 自动锐驰版,成都,19.49万,5.88万,1,2018年,6.82万公里
讴歌,3.5标准版,深圳,49.80万,8.80万,1,2014年,10万公里
奥迪,V10 Coupe Performance,郑州,228.88万,172.80万,0,2023年,0.79万公里
丰田,双擎 2.5HGVP 领先版,银川,21.98万,13.88万,1,2021年,5.90万公里
奔驰,GLB 220 时尚型,杭州,33.80万,22.68万,0,2022年,2.74万公里
凯迪拉克,28T 铂金运动型,昆明,33.97万,15.88万,0,2019年,5.50万公里
本田,260TURBO 精英版 国VI,东莞,18.98万,11.98万,0,2021年,4.70万公里
日产,2.0L XL 舒适版,苏州,18.78万,10.28万,1,2022年,6.10万公里
雪佛兰,1.5L 双离合乐享版,赣州,9.49万,6.38万,0,2023年,2.53万公里
现代,2.0L 自动豪华版,苏州,18.99万,3.39万,2,2014年,10万公里
本田,180Turbo CVT豪华版 国V,东莞,11.98万,4.58万,0,2019年,4.80万公里
凯迪拉克,28T 四驱铂金版,深圳,35.47万,17.99万,0,2022年,0.57万公里
广汽传祺,270T J16 R-Style赛道版,苏州,13.68万,6.40万,0,2023年,4.30万公里
日产,经典 1.6 XE CVT舒适版,北京,10.86万,5.98万,0,2023年,3.10万公里
长安,2.0T 自动领航型,大同,13.99万,8.88万,0,2022年,4.38万公里
宝马,sDrive20Li 领先型,合肥,30.98万,11.98万,0,2019年,5.20万公里
宝马,xDrive20i 豪华型,无锡,49.90万,6.98万,0,2013年,14万公里
奥迪,45 TFSI quattro S line运动型,武汉,63.28万,47.98万,0,2023年,0.40万公里
奔驰,V 260 L 长轴距豪华版,威海,64.68万,46.28万,1,2023年,2.68万公里
本田,1.5L CVT潮享版,邢台,8.68万,5.50万,0,2021年,5.60万公里
宝马,730Li 豪华套装,南京,82.80万,38.88万,0,2020年,12.30万公里
大众,280TSI DSG舒适型 国VI,温州,16.19万,7.58万,0,2020年,4万公里
大众,280TSI DSG舒适版 国VI,昆明,14.69万,6.88万,2,2019年,7万公里
哈弗,1.5T 两驱 边牧版,菏泽,13.59万,8.62万,0,2022年,4.07万公里
大众,1.8TSI 自动冠军版,哈尔滨,18.48万,1.78万,0,2009年,12万公里
雪铁龙,1.8L 智驱版 自动劲智型,无锡,15.89万,2.88万,1,2015年,8万公里
铃木,1.3 AT JLX,北京,15.18万,10.88万,1,2017年,6.05万公里
智己汽车,Max 标准版,上海,22.99万,17.50万,0,2023年,0.11万公里
奥迪,45 TFSI quattro S line运动型,南京,63.28万,45.50万,0,2023年,0.36万公里
吉利汽车,1.8L 手动精英型,天津,8.58万,2.98万,2,2017年,6.53万公里
大众,1.8TSI DSG政府采购版,上海,20.88万,2.98万,0,2012年,13万公里
奔驰,改款 C 200 L 时尚型运动版,长春,31.58万,17.48万,1,2020年,6.21万公里
大众,经典 1.6L 自动风尚版,上海,11.98万,2.68万,0,2014年,9.20万公里
奔驰,S 350 L Grand Edition,广州,139.80万,19.98万,0,2013年,16.40万公里
奥迪,55 TFSI quattro 旗舰动感型,郑州,65.60万,41.80万,0,2023年,3.30万公里
奔驰,E 300 L 优雅型,揭阳,59.60万,5.98万,0,2012年,12万公里
大众,1.8TSI 自动两驱豪华型,天津,25.98万,6.88万,0,2015年,4.09万公里
奥迪,40 TFSI 典藏型,北京,93.98万,20.98万,0,2015年,8.60万公里
奔驰,改款 E 300 L 时尚型,广州,47.58万,22.50万,0,2018年,18万公里
吉利汽车,1.8T 尊尚型,佛山,14.98万,4.58万,1,2018年,8.80万公里
路虎,250PS 熠金珍藏版,合肥,63.80万,35.30万,0,2022年,2.71万公里
奔驰,改款 C 180 L 时尚型运动版,东莞,32.58万,12.80万,1,2017年,6.30万公里
长安,1.8T 自动四驱时尚型 国IV,温州,13.68万,3.68万,0,2016年,5.90万公里
大众,1.5L 手动舒适版,大同,10.08万,4.36万,0,2019年,4.18万公里
奔驰,C 180 L 时尚型运动版,长沙,31.58万,14.98万,1,2019年,6.80万公里
奔驰,改款 GLC 260 L 4MATIC 豪华型,南京,42.92万,30.98万,0,2023年,1.40万公里
大众,3.6L 豪华型,惠州,79.40万,4.88万,2,2008年,18万公里
保时捷,Macan 2.0T,福州,55.80万,17.19万,3,2016年,8万公里
起亚,1.4L 自动趣享版,郑州,7.98万,6.08万,1,2020年,2万公里
奥迪,典藏版 40 TFSI 技术型,成都,42.37万,14.88万,1,2018年,5.20万公里
本田,220TURBO CVT劲动版 国VI,南宁,13.99万,7.80万,1,2020年,6.20万公里
马自达,2.0L 自动时尚型,金华,17.98万,2.58万,1,2012年,10万公里
宝马,120i 运动设计套装,北京,30.60万,8.20万,1,2015年,6万公里
奔驰,AMG G 63,昆明,229.80万,108.80万,1,2015年,2.80万公里
奔驰,S 450 L,北京,117.95万,89.98万,3,2021年,1.80万公里
奔驰,E 300 L 时尚型,沈阳,47.48万,24.50万,2,2017年,12万公里
奥迪,Coupe 45 TFSI 进取型,长沙,49.98万,11.28万,0,2016年,9.73万公里
奔驰,E 300 L 时尚型 轿车,青岛,46.78万,35.80万,0,2022年,3.70万公里
奔驰,E 300 L 豪华型 运动轿车,青岛,49.89万,38.20万,0,2022年,3.70万公里
吉利汽车,运动款 260T DCT Battle 国V,成都,11.88万,5.68万,0,2020年,5.30万公里
哈弗,1.5T 智享版DHT,成都,16.58万,9.98万,0,2022年,0.20万公里
宝骏,1.5T 手动豪华型,东莞,8.78万,2.38万,0,2017年,6万公里
宝马,sDrive20Li 尊享型,济宁,29.68万,12.90万,0,2020年,3.82万公里
本田,2.0L SE,温州,20.28万,3.80万,1,2012年,11.20万公里
大众,1.8TSI 自动两驱豪华型,汕头,25.98万,4.90万,0,2015年,12.50万公里
雪铁龙,三厢 1.6L 自动品享型,东莞,12.88万,1.38万,1,2013年,12万公里
奔驰,GLE 350 4MATIC 时尚型,苏州,72.78万,46.80万,1,2020年,6.60万公里
福特,2.3T 50周年纪念版,重庆,42.98万,16.98万,0,2019年,5万公里
大众,280TSI DSG舒适版 国V,嘉兴,18.09万,7.90万,0,2019年,4.90万公里
奔驰,改款 G 500,郑州,158.80万,147.80万,0,2019年,7.20万公里
大众,330TSI 自动两驱风尚版,嘉兴,22.38万,6.98万,1,2017年,14.10万公里
雪佛兰,320 自动欣享天窗版,东莞,9.09万,3.58万,0,2019年,5.30万公里
北汽制造,2.0L 角斗士,杭州,6.91万,1.58万,3,2015年,3.40万公里
吉利汽车,2.4L 自动行政型,哈尔滨,12.99万,1.38万,2,2013年,12万公里
奥迪,35 TFSI 百万纪念舒享型,佛山,30.11万,6.88万,1,2016年,9万公里
奔驰,GLC 300 L 4MATIC 动感型 5座,北京,47.93万,36.88万,1,2024年,0.01万公里
大众,1.4T 自动舒适版5座,哈尔滨,18.18万,3.48万,1,2013年,14万公里
宾利,3.0T 自动 四驱 5座 平行进口,成都,暂无报价,166.80万,0,2020年,2.60万公里
奥迪,30 FSI 技术型,青岛,43.28万,8.22万,0,2013年,12万公里
别克,1.6T 精英技术型,东莞,20.99万,4.88万,0,2017年,8.30万公里
宝马,530Li 领先型 M运动套装,重庆,47.55万,36.58万,1,2023年,1万公里
AITO,Plus五座四驱版,合肥,28.48万,21.90万,0,2023年,1.17万公里
别克,2.4L 经典版,西安,20.90万,3.99万,3,2014年,4.65万公里
铃木,改款 1.6L 手动舒适型,东莞,8.58万,1.28万,1,2011年,9万公里
路虎,3.0 L6 耀黑版,北京,100.80万,60.88万,0,2021年,7.50万公里
奔驰,B 200 时尚型,上海,28.20万,8.89万,0,2018年,3.79万公里
大众,1.4TSI 手动舒适型,泉州,14.09万,3.90万,4,2014年,13万公里
雪佛兰,1.5L 经典 SE AT,东莞,10.99万,2.58万,0,2016年,7万公里
奔驰,A 200 L 运动轿车时尚版,泸州,26.48万,14.98万,1,2022年,3.30万公里
宝马,218i 时尚型,天津,21.98万,6.99万,0,2019年,7.45万公里
宝马,xDrive20i X设计套装,西安,50.20万,11.78万,0,2016年,13.90万公里
现代,2.0L 自动豪华版,沈阳,18.99万,3.68万,1,2015年,10万公里
宝马,523Li 标准型,佛山,43.36万,2.99万,5,2009年,16万公里
雪铁龙,2.0L 自动尊悦型,武汉,18.19万,2.78万,0,2014年,10.40万公里
奥迪,2.0TFSI 技术型,成都,42.76万,6.58万,0,2012年,12.30万公里
别克,三厢 20T 双离合领先型,徐州,16.29万,4.48万,1,2018年,7.50万公里
奔驰,改款 E 300 L 时尚型 运动轿车,无锡,47.99万,33.00万,1,2021年,5.90万公里
长安,1.5T 运动版 尊贵型,温州,12.89万,7.80万,0,2022年,1.30万公里
福特,EcoBoost 245 至尊型,昆明,19.98万,14.58万,0,2022年,4.26万公里
Jeep,200T 自动家享版,济南,17.98万,5.70万,0,2017年,6.80万公里
奔驰,GLA 200 时尚型,长沙,28.98万,7.98万,0,2016年,7.73万公里
奔驰,2.0T 商务版 7座,北京,34.18万,20.80万,0,2021年,7.80万公里
吉利汽车,博越COOL 1.5T 智慧型,天津,11.58万,8.98万,0,2023年,0.47万公里
奥迪,30周年年型 Limousine 35 TFSI 时尚型,重庆,21.98万,8.88万,2,2019年,8.70万公里
保时捷,Macan 2.0T,杭州,55.40万,49.80万,3,2023年,1.46万公里
丰田,改款 3.5L 尊贵版,苏州,82.30万,63.80万,4,2019年,7.10万公里
欧拉,351km 标准型 三元锂,武汉,8.88万,4.68万,0,2021年,1.80万公里
宝马,120i M运动套装,成都,22.38万,9.00万,1,2020年,5.28万公里
路虎,2.2T SD4 SE柴油版,武汉,49.80万,5.68万,1,2011年,14.68万公里
雪佛兰,2.0L 自动豪华版,青岛,18.69万,2.88万,1,2014年,10.11万公里
本田,2.4L 自动四驱尊贵版,哈尔滨,25.28万,2.88万,1,2008年,13万公里
长安,第三代 1.5T 自动尊贵型,北京,12.99万,10.58万,0,2023年,0.25万公里
丰田,2.0G 豪华版,北京,19.98万,16.28万,1,2023年,0.38万公里
别克,20T 精英型 国VI,东莞,18.28万,7.38万,0,2019年,4.70万公里
长安,1.5T 运动版,昆明,12.39万,8.08万,0,2023年,2万公里
路虎,3.0 V6 SC 传世加长版,青岛,157.30万,89.80万,0,2019年,9.10万公里
宝马,sDrive20Li 时尚型,杭州,27.98万,13.68万,0,2022年,5.50万公里
日产,2.0L CVT舒适版 2WD,长沙,19.68万,7.18万,0,2018年,4万公里
福特,两厢 1.5L 自动时尚型,石家庄,9.89万,1.98万,1,2013年,10.55万公里
宝马,116i 都市型,广州,27.80万,4.36万,1,2012年,12万公里
日产,2.5L XL领先版,北京,22.48万,3.58万,2,2012年,14万公里
奔驰,GLC 300 L 4MATIC 豪华型,泉州,49.78万,32.58万,0,2021年,4.12万公里
大众,改款经典 1.6L 自动舒适版,上海,13.79万,3.30万,0,2015年,7.50万公里
领克,1.5TD DCT劲Pro,成都,14.88万,7.88万,1,2022年,8.60万公里
别克,互联时尚型 PLUS,邢台,20.03万,7.30万,1,2021年,4万公里
奔驰,E 280 时尚型,北京,61.80万,7.18万,0,2009年,13.50万公里
现代,1.6T GLS智能型,温州,19.48万,4.68万,0,2016年,9万公里
奔驰,GLC 300 L 4MATIC 豪华型,泉州,49.78万,32.58万,0,2021年,4.12万公里
奔驰,GLC 300 L 4MATIC 动感型臻藏版,北京,45.48万,33.58万,1,2023年,1.80万公里
大众,PRO版,昆明,23.78万,16.58万,0,2023年,1.10万公里
保时捷,Cayenne S 2.9T,合肥,115.80万,85.60万,0,2022年,2.40万公里
奥迪,Sportback 40 TFSI 时尚动感型,深圳,38.58万,28.50万,0,2023年,0.15万公里
奔驰,GLC 260 4MATIC 动感型,上海,42.80万,13.98万,0,2016年,8.50万公里
MINI,2.0T COOPER S CABRIO 海岸线纪念版,成都,37.88万,28.00万,0,2023年,1.10万公里
奔驰,GLS 450 4MATIC 时尚型,长沙,113.60万,69.80万,1,2021年,8.40万公里
本田,1.5L 自动精英版,东莞,11.68万,1.88万,2,2010年,12万公里
奔驰,E 300 L 运动时尚型,东莞,46.58万,28.60万,0,2020年,8.50万公里
宝马,520i 典雅型,北京,45.70万,9.18万,0,2014年,11万公里
现代,2.0L 自动两驱智勇·畅享版 国V,石家庄,13.99万,6.30万,1,2018年,4.62万公里
陆风,2.0T 全景旗舰版,惠州,14.78万,2.98万,1,2016年,7万公里
斯柯达,经典款 1.6L 自动逸杰版,昆明,12.18万,2.98万,0,2015年,12万公里
长安,1.5T 旗舰型,北京,13.39万,9.87万,0,2023年,3.22万公里
本田,1.8L 自动经典版,佛山,12.98万,3.70万,1,2014年,11万公里
奔驰,C 200 运动版,温州,31.48万,11.60万,0,2016年,6.80万公里
现代,2.4L 自动豪华版 国IV,东莞,20.99万,3.35万,3,2014年,10万公里
奥迪,35 TFSI 自动舒适型,温州,33.29万,6.70万,0,2015年,9万公里
奔驰,AMG GLE 53 4MATIC+,广州,98.88万,68.88万,0,2021年,3.60万公里
奥迪,2.0 TFSI 标准型,东莞,30.98万,3.68万,0,2010年,13.10万公里
奔驰,改款 C 260 L 运动版,合肥,35.52万,27.80万,0,2024年,0.40万公里
宝马,525Li M运动套装,合肥,42.69万,26.38万,0,2021年,6.10万公里
奔驰,GLB 220 动感型,烟台,33.99万,20.98万,1,2024年,2.20万公里
奔驰,AMG GLE 53 4MATIC+,杭州,98.88万,65.00万,2,2021年,5.90万公里
现代,1.8L 自动智能型GLS纪念款 国V,重庆,15.28万,6.28万,1,2019年,8.70万公里
大众,380TSI 四驱R-Line巡游版,昆明,30.59万,22.68万,0,2023年,2.30万公里
哈弗,运动版 1.5T 自动两驱豪华型,新乡,13.68万,3.38万,0,2015年,8万公里
红旗,2.0T 智联旗享四驱版,成都,21.38万,10.58万,1,2021年,1.80万公里
丰田,2.0L 豪华版 国V,济南,16.58万,6.80万,1,2019年,6.30万公里
雪佛兰,1.5L 经典 SL MT,无锡,8.99万,1.85万,0,2015年,8.50万公里
捷豹,XFL 2.0T 200PS 精英版,西安,41.58万,13.68万,0,2018年,5.10万公里
丰田,240G 豪华版,佛山,22.48万,2.78万,0,2008年,20万公里
福特,两厢 EcoBoost 180 自动锋潮型,杭州,13.48万,4.98万,0,2019年,4万公里
福特,1.5L 手动舒适型,惠州,9.68万,2.39万,0,2016年,9.50万公里
奥迪,45 TFSI 臻选致雅型,西安,45.49万,29.98万,0,2023年,3.40万公里
日产,经典 1.6XE 自动舒适版,东莞,10.98万,2.69万,1,2015年,8.60万公里
宝马,xDrive25Li 尊享型,威海,33.38万,17.88万,0,2023年,1.20万公里
日产,经典 1.6XE 自动领先版,淄博,11.23万,3.70万,1,2017年,8.40万公里
别克,20T 豪华型,东莞,19.98万,6.58万,0,2017年,6.50万公里
大众,1.4TSI 自动豪华型,北京,16.78万,4.88万,0,2012年,2.40万公里
奔驰,改款 GLE 350 4MATIC 时尚型,北京,72.78万,54.20万,1,2021年,2.40万公里
奥迪,2.0 TFSI 标准型,惠州,30.98万,3.88万,3,2011年,15万公里
起亚,1.6L AT GLS,深圳,12.58万,1.58万,0,2010年,17.30万公里
英菲尼迪,2.5L 两驱优雅版,北京,41.88万,6.98万,0,2014年,11万公里
福特,两厢经典 1.8L 自动基本型,佛山,10.98万,2.28万,0,2014年,14万公里
现代,1.8L 自动智能型GLS 国V,青岛,14.98万,4.98万,1,2018年,11.20万公里
广汽传祺,改款 领秀系列 390T 豪华版,长沙,17.98万,14.88万,1,2023年,1.34万公里
比亚迪,2.0T 自动旗舰型,哈尔滨,13.99万,3.48万,0,2016年,11万公里
大众,3.0FSI V6,青岛,34.98万,5.80万,1,2013年,9万公里
马自达,2.5L 蓝天尊崇版 国V,东莞,21.68万,8.98万,0,2019年,7.70万公里
奔驰,E 300 L 时尚型 轿车,无锡,48.41万,36.00万,1,2022年,1.87万公里
奇瑞,1.5L 手动智尚型,长沙,6.09万,1.26万,1,2015年,7万公里
奔驰,改款 E 300 L 时尚型,济南,46.58万,24.98万,1,2019年,11.20万公里
宝马,xDrive30i 领先型 M曜夜套装,西安,44.39万,29.50万,0,2023年,2.50万公里
别克,1.5T 智趣版,邢台,13.69万,10.80万,1,2023年,0.64万公里
奔驰,GLS 480 4MATIC,青岛,183.30万,151.80万,1,2022年,0.86万公里
比亚迪,DM-i 冠军版 112KM 尊荣型,深圳,21.98万,14.58万,0,2023年,2万公里
奥迪,3.0TFSI,深圳,48.88万,36.50万,0,2023年,0.19万公里
大众,280TSI DSG 舒适型,东营,18.69万,13.98万,0,2024年,0.02万公里
奥迪,40 TFSI 豪华致雅型,柳州,34.38万,19.96万,0,2022年,0.99万公里
雷克萨斯,300h 前驱 锋尚版 国V,深圳,37.40万,18.68万,0,2019年,4.10万公里
大众,3.0TSI 锐享版 经典运动套装,上海,71.88万,35.80万,0,2021年,5.80万公里
吉利汽车,2.0T 只此青绿版,贵阳,14.57万,9.68万,1,2022年,3.37万公里
东风风光,1.5T CVT豪华型,东莞,10.10万,3.38万,1,2017年,6.60万公里
马自达,2.0L 自动精英版,温州,16.48万,2.80万,1,2012年,12.80万公里
本田,锐·混动 1.5L 豪华版,汕头,14.98万,7.48万,0,2021年,5.60万公里
奔驰,改款 A 200 L 运动轿车时尚型,西安,26.48万,13.20万,0,2020年,7.20万公里
奥迪,45 TFSI 臻选致雅型,郑州,45.49万,35.80万,0,2023年,1.40万公里
雪佛兰,改款 Redline 325T 自动欣尚版,东莞,9.69万,4.98万,0,2020年,3.47万公里
大众,280TSI 两驱旗舰版 国V,北京,20.48万,12.18万,0,2021年,2.17万公里
马自达,2.0L 自动两驱智尚型 国V,杭州,18.98万,8.18万,0,2019年,6.08万公里
福特,EcoBoost 245 两驱豪锐型 7座,郑州,29.98万,9.18万,3,2016年,8.89万公里
宝马,740Li 领先型 M运动套装,青岛,102.80万,31.90万,1,2017年,12万公里
现代,240T GDi DCT两驱领先版GLS,常州,13.98万,8.36万,0,2022年,2.19万公里
宝马,改款 sDrive25Li 领先型,临沂,30.98万,15.98万,0,2021年,2.29万公里
别克,532T 两驱领先型,石家庄,18.99万,9.78万,0,2021年,5.10万公里
广汽传祺,390T 两驱豪华智联版 7座,郑州,18.58万,9.58万,2,2019年,3.48万公里
东风风神,马赫版 1.5T DCT DF31,中山,11.29万,6.28万,0,2021年,3.77万公里
别克,552T 精英型,菏泽,18.88万,8.98万,2,2021年,4.06万公里
日产,2.0L XL 舒适版,邯郸,18.78万,9.66万,0,2020年,5.29万公里
奔驰,改款 C 200 运动版,东莞,31.48万,13.68万,0,2017年,11万公里
奔驰,C 260 星耀臻藏版,泉州,31.88万,19.18万,0,2021年,2.40万公里
奔驰,改款 E 300 L 运动豪华型,南昌,50.28万,23.98万,0,2018年,5.30万公里
奔驰,C 200 L 运动版,北京,35.08万,16.73万,0,2018年,5.80万公里
吉利汽车,博越X 1.8TD DCT智慧型,武汉,12.28万,7.88万,0,2022年,1.40万公里
领克,1.5T DCT两驱耀 冠军版,南昌,14.98万,8.38万,0,2021年,2.06万公里
凯迪拉克,28T 技术型,苏州,27.38万,7.40万,2,2016年,15万公里
吉利汽车,1.4T CVT亚运版,惠州,9.78万,5.88万,0,2022年,1.25万公里
英菲尼迪,2.5L 悦享版,西安,37.98万,9.58万,0,2017年,5.10万公里
宝马,320Li 时尚型,北京,35.88万,7.58万,1,2014年,12.09万公里
大众,1.6L 自动品轩版,厦门,14.58万,1.88万,1,2010年,12.40万公里
宝马,sDrive20i,武汉,42.10万,12.38万,1,2017年,9.90万公里
劳斯莱斯,6.6T 标准版,深圳,419.00万,228.00万,1,2015年,6.80万公里
五菱汽车,1.2L 舒适型,温州,5.38万,1.15万,1,2013年,16万公里
广汽传祺,270T J15版,佛山,11.80万,7.88万,0,2022年,3.40万公里
比亚迪,2.0T 自动尊贵型Plus,哈尔滨,13.69万,3.48万,0,2017年,9万公里
保时捷,Panamera 3.0T,西安,114.50万,33.80万,0,2015年,7万公里
奥迪,45 TFSI quattro 臻选动感型,郑州,47.99万,33.98万,0,2023年,2.30万公里
标致,2.3L 两周年纪念 自动旗舰版,济南,22.97万,3.95万,3,2014年,12.80万公里
日产,电驱版e-POWER 超豪华Ultra,佛山,17.49万,9.48万,0,2021年,0.98万公里
本田,2.0L LX 舒适版,东莞,17.98万,6.08万,0,2015年,10.50万公里
宝马,M4双门轿跑车,北京,99.80万,45.98万,0,2017年,1.80万公里
别克,XT 1.6L 自动舒适版,哈尔滨,14.49万,3.08万,0,2013年,9万公里
比亚迪,时尚版,成都,12.38万,8.28万,0,2023年,2.20万公里
Polestar极星,单电机标准续航,佛山,29.98万,13.86万,-1,未上牌,0.01万公里
比亚迪,635KM 四驱旗舰型,广州,34.28万,17.28万,1,2022年,4.50万公里
日产,1.6XV  CVT智尊版,郑州,14.68万,4.98万,0,2016年,12万公里
五菱汽车,1.5L S标准型,宁波,4.98万,1.48万,0,2015年,5.88万公里
红旗,30TD 智联灵动版,长春,16.18万,6.85万,0,2019年,6.18万公里
奔驰,C 200 CGI 时尚型,惠州,39.50万,3.68万,3,2011年,13万公里
奔驰,GLC 260 L 4MATIC 动感型,重庆,39.28万,24.68万,0,2021年,6.50万公里
特斯拉,标准续航后驱升级版,上海,29.18万,12.28万,0,2020年,6.40万公里
名爵,45T E-DRIVE智驱混动PILOT尊享互联网版,深圳,17.88万,3.88万,0,2018年,13万公里
奔驰,改款 S 450 L 4MATIC,北京,130.26万,97.98万,2,2023年,0.80万公里
广汽传祺,200T G-DCT两驱舒适版,汕头,10.58万,3.60万,0,2018年,7.80万公里
雪佛兰,535T CVT锐行版,邢台,15.49万,5.88万,1,2020年,6.50万公里
奥迪,45 TFSI quattro 臻选动感型,太原,46.38万,25.30万,0,2020年,9.20万公里
奔驰,S 450 L,北京,117.95万,93.58万,1,2022年,0.80万公里
奥迪,Sportback 40 TFSI 时尚致雅型,武汉,37.98万,19.28万,0,2021年,5万公里
日产,经典 1.6XE CVT舒适版,沈阳,10.98万,4.68万,0,2019年,6.20万公里
宝马,xDrive35i 领先型,北京,91.80万,19.98万,0,2014年,9.70万公里
宝骏,1.5T DCT旗舰型 国V,东莞,11.58万,3.98万,0,2018年,6.80万公里
大众,280TSI DSG豪华版,茂名,19.99万,5.18万,0,2015年,11.50万公里
宝马,320Li 时尚型,成都,35.46万,6.28万,1,2012年,10.80万公里
奔驰,S 450 L 4MATIC,东莞,128.45万,96.80万,2,2023年,0.90万公里
大众,2.0TSI 豪华型,东莞,28.38万,7.38万,0,2016年,9.30万公里
奥迪,35TFSI 进取动感型,杭州,21.88万,9.28万,3,2020年,4万公里
现代,1.8L 自动智能型GLS 国VI,温州,14.98万,6.98万,0,2020年,2.60万公里
荣威,改款 1.5L CVT钻石版,南阳,8.49万,5.72万,0,2023年,4.16万公里
本田,260TURBO 幻夜·尊贵版,佛山,20.28万,15.38万,0,2023年,1.88万公里
宝马,改款 xDrive40i 尊享型 M运动套装,常州,93.69万,55.50万,0,2023年,3万公里
沃尔沃,B5 四驱智远豪华版,驻马店,42.59万,23.48万,2,2022年,3.20万公里
奥迪,45 TFSI quattro S line运动型,成都,63.28万,47.88万,0,2023年,0.88万公里
哈弗,2.0T 两驱i动,苏州,13.78万,5.88万,0,2020年,4.60万公里
奥迪,2.0 TFSI 自动舒适型,哈尔滨,32.99万,5.98万,0,2012年,11万公里
宝马,530Li 领先型 M运动套装,重庆,47.55万,36.00万,0,2023年,1.95万公里
宝马,sDrive20i,上海,42.10万,12.85万,0,2017年,11万公里
马自达,2.0L 自动时尚型,东莞,17.98万,1.75万,1,2010年,13万公里
领克,Remix 1.5T Hero,昆明,12.86万,10.28万,0,2023年,1.63万公里
奔驰,GLC 260 L 4MATIC 动感型,九江,39.98万,28.60万,0,2022年,4.70万公里
雪佛兰,535T CVT锐行版,邢台,15.49万,5.99万,1,2020年,6万公里
大众,330TSI 自动两驱豪华版,长沙,25.98万,8.99万,0,2017年,8万公里
奔驰,S 450 4MATIC,昆明,138.08万,81.80万,2,2019年,8.50万公里
本田,260TURBO 精英版 国VI,深圳,18.98万,11.30万,0,2021年,6.70万公里
奥迪,TT Coupe 2.0TFSI,成都,50.90万,7.18万,1,2011年,14.20万公里
雪佛兰,轻混530T 劲享版（5+2款）,郑州,14.19万,6.68万,0,2023年,2.10万公里
奔驰,AMG A 35 L 4MATIC炽夜特别版,东莞,44.39万,26.38万,0,2022年,2.60万公里
大众,300TSI 自动两驱丝绸之路风尚版,南亚,20.68万,6.35万,1,2017年,7.35万公里
奇瑞,1.6L 手动智云魔力版,哈尔滨,10.79万,1.98万,0,2015年,10万公里
奥迪,TFSI 舒适型,长沙,44.66万,9.98万,0,2014年,11.50万公里
凯迪拉克,28T 豪华型,西安,48.99万,12.98万,1,2018年,13万公里
福特,三厢 1.6L 自动舒适型,佛山,13.09万,2.38万,2,2013年,12.30万公里
奔驰,改款 E 300 L 豪华型 轿车,武汉,49.47万,39.78万,1,2022年,1.10万公里
奥迪,45 TFSI quattro 臻选动感型,莆田,46.88万,31.88万,1,2022年,2.90万公里
丰田,240G 经典版,深圳,21.48万,3.98万,1,2011年,11万公里
比亚迪,DM-i 冠军版 121KM尊享型,广州,21.98万,14.98万,0,2024年,2万公里
吉利汽车,1.8T 舒适型,哈尔滨,13.98万,3.18万,0,2015年,10万公里
日产,2.0XL CVT豪华版,佛山,15.48万,2.88万,0,2010年,13万公里
东风风光,改款 1.5T CVT豪华型,东莞,9.99万,2.68万,0,2016年,8.50万公里
奔驰,AMG GLE 53 4MATIC+,苏州,110.28万,97.80万,0,2024年,0.80万公里
日产,电驱版e-POWER 超智联PLUS,大连,14.99万,8.98万,0,2022年,2万公里
奥迪,TFSI 标准型,杭州,40.98万,9.28万,2,2014年,12.30万公里
比亚迪,1.5T 自动尊贵型,东莞,11.98万,5.68万,0,2020年,2.80万公里
丰田,2.5S 特别纪念版,佛山,24.08万,4.50万,0,2008年,13.50万公里
宝马,1M Coupe,上海,59.80万,30.98万,3,2012年,10.90万公里
铃木,1.3 AT Mode3导航版,北京,16.08万,8.98万,0,2015年,7.80万公里
奥迪,35 TFSI 时尚致雅型,西安,24.68万,12.80万,0,2023年,4.70万公里
奔驰,改款 GLC 260 4MATIC 豪华型,郑州,44.50万,19.38万,0,2018年,7.20万公里
大众,280TSI  豪华Plus进阶版 ,杭州,24.29万,12.58万,0,2022年,0.80万公里
东风风光,1.5T CVT豪华型,东莞,10.10万,3.98万,0,2019年,4万公里
大众,R36 3.6 I FSI,北京,51.80万,9.80万,3,2010年,9万公里
玛莎拉蒂,3.0T 标准版,长沙,94.85万,25.80万,0,2016年,8万公里
长安,1.6L 手动致酷型 国IV,哈尔滨,8.79万,2.38万,0,2014年,8万公里
比亚迪,1.5T 自动智联旗舰型 6座,金华,12.99万,4.58万,0,2018年,6万公里
