brand_name,car_name,car_source_city_name,official_price,sh_price,transfer_cnt,car_year,car_mileage
福特,2.2T长轴中顶标准型15座 国V,大连,22.98万,14.88万,2,2019年,5万公里
奔驰,GLC 200 4MATIC,沈阳,39.60万,17.50万,0,2016年,9.80万公里
奥迪,45 TFSI 臻选型,苏州,62.68万,46.00万,0,2023年,0.67万公里
北汽瑞翔,1.5T 手动豪华型7座版,福州,10.08万,6.98万,0,2024年,0.01万公里
保时捷,Cayenne 3.0T,杭州,91.30万,66.90万,1,2021年,5.80万公里
长安,荣耀百万版 1.6L 手动豪华版,西安,7.79万,4.78万,0,2021年,3万公里
大众,宝来·传奇 1.5L 自动时尚型 国V,济南,10.88万,6.68万,0,2023年,2.60万公里
丰田,3.5L 豪华版,北京,74.92万,24.88万,0,2013年,23万公里
奔驰,C 260 运动版,佛山,31.08万,15.50万,0,2019年,10万公里
日产,1.6L XL CVT悦享版,银川,12.99万,8.68万,0,2021年,5.70万公里
特斯拉,标准续航后轮驱动版,昆明,29.18万,17.38万,0,2022年,6.10万公里
本田,1.5L LX CVT舒适型,梅州,8.18万,3.88万,2,2015年,12.90万公里
五菱汽车,1.5L加长标准型,佛山,5.78万,3.48万,0,2019年,8.10万公里
宝马,改款 xDrive25i M运动套装,宁波,39.96万,27.38万,1,2023年,1.38万公里
保时捷,Boxster 2.0T,杭州,58.50万,59.80万,2,2023年,1.40万公里
奥迪,45 TFSI 臻选动感型,石家庄,44.38万,28.88万,0,2021年,5.80万公里
奥迪,45 TFSI 臻选动感型,石家庄,44.38万,28.88万,0,2021年,5.80万公里
丰田,2.5L Royal 真皮天窗特别版,郑州,34.47万,9.90万,1,2011年,26.70万公里
大众,280TSI DSG舒适版,福州,14.79万,11.19万,0,2024年,0.02万公里
奔驰,CLA 200 四门轿跑车,青岛,30.28万,22.98万,1,2023年,0.88万公里
本田,改款 2.4L 豪华版,深圳,24.98万,10.68万,0,2015年,16.60万公里
奔驰,G 500,郑州,169.80万,79.90万,2,2014年,14.80万公里
MINI,2.0T COOPER S ALL4 鉴赏家,厦门,34.86万,28.18万,0,2024年,0.50万公里
Jeep,2.0T Sahara 四门版 国V,潍坊,45.99万,25.88万,1,2019年,12万公里
宝马,3.0T 自动 四驱 6座 平行进口,济南,暂无报价,65.80万,0,2023年,5.30万公里
红旗,2.0T 旗享Pro版,福州,19.98万,16.18万,0,2024年,0.01万公里
丰田,4.0L 自动 四驱 7座 平行进口,昆明,暂无报价,63.98万,1,2020年,7.90万公里
奥迪,3.0TFSI,南京,48.88万,33.98万,0,2023年,2万公里
保时捷,Panamera 2.9T 铂金版,石家庄,111.80万,86.90万,0,2022年,3.70万公里
大众,280TSI 商务版,福州,18.59万,14.49万,0,2024年,0.03万公里
比亚迪,DM-i 55KM 尊贵型,西安,13.78万,6.88万,1,2022年,5万公里
红旗,1.8T 公务版,福州,17.98万,14.38万,0,2024年,0.02万公里
奥迪,45 TFSI 臻选动感型,成都,45.49万,36.98万,0,2024年,0.01万公里
福特,2.2T长轴中顶标准型15座 国V,大连,22.98万,13.98万,2,2019年,10.80万公里
奥迪,RS 6 4.0T Avant,深圳,145.38万,161.68万,0,2023年,0.01万公里
奔驰,二次改款 GLS 450 4MATIC 时尚型,青岛,119.60万,88.80万,0,2022年,2.90万公里
奥迪,RS 6 4.0T Avant,深圳,145.38万,161.68万,0,2023年,0.01万公里
奔驰,二次改款 GLS 450 4MATIC 时尚型,青岛,119.60万,88.80万,0,2022年,2.90万公里
五菱汽车,1.5L 加长标准型空调版,佛山,5.65万,3.98万,1,2021年,7.50万公里
丰田,4.0L,郑州,53.00万,26.80万,2,2010年,12.40万公里
奥迪,40T 豪华动感型,苏州,41.95万,25.80万,1,2022年,4.30万公里
路虎,3.0T 平行进口,南亚,暂无报价,30.85万,2,2017年,8万公里
保时捷,Macan 2.0T,杭州,55.40万,49.80万,1,2023年,1.90万公里
奔驰,2.0L 自动 前驱 7座 原厂定制版,济南,暂无报价,35.98万,0,2020年,7.80万公里
奔驰,S 480 4MATIC,深圳,146.80万,139.00万,-1,未上牌,0.01万公里
奔驰,3.0T 自动 四驱 7座 平行进口,长沙,暂无报价,65.80万,0,2023年,2.30万公里
路虎,5.0T 自动 四驱 5座 平行进口,北京,暂无报价,68.80万,0,2012年,2.90万公里
丰田,4.0L 手动 四驱 13座 原厂定制版,大连,暂无报价,53.80万,1,2021年,1.10万公里
雷克萨斯,300h 卓越版 国V,贵阳,37.40万,24.36万,2,2020年,8.20万公里
标致,1.6THP 自动至尚版,杭州,22.07万,3.68万,0,2016年,9.30万公里
现代,2.0L 自动两驱智能型 国V,杭州,17.68万,4.59万,1,2017年,9.28万公里
路虎,2.0T 5门耀真版,合肥,52.80万,7.18万,1,2013年,12万公里
雪佛兰,320 自动悦享天窗版,东莞,11.49万,4.98万,0,2021年,1.50万公里
标致,1.6THP 罗兰·加洛斯版,北京,21.67万,2.65万,0,2013年,11.70万公里
别克,28T 四驱精英型,东莞,26.99万,7.98万,0,2018年,7.90万公里
奥迪,35 TFSI 自动运动型,上海,34.90万,7.99万,0,2016年,8.90万公里
本田,锐·混动 2.0L 锐领版 国VI,大同,21.98万,13.36万,0,2021年,3.96万公里
本田,370TURBO 两驱尊雅版,临沂,27.98万,17.03万,0,2021年,3.76万公里
红旗,2.0T 智联旗享版,广州,32.98万,21.48万,0,2022年,2.02万公里
宝马,sDrive25i M运动套装,中山,28.58万,13.88万,0,2021年,6.58万公里
奥迪,40 TFSI 豪华动感型,西安,34.38万,19.50万,0,2023年,2.80万公里
宝马,改款 118i 运动型,苏州,22.58万,8.18万,0,2018年,4.55万公里
丰田,2.0G 豪华版 国VI,揭阳,19.98万,10.60万,0,2019年,6.20万公里
丰田,2.0T 两驱精英版 5座 国VI,武汉,23.98万,15.68万,0,2021年,1万公里
大众,380TSI 四驱豪华佳境版Pro 7座,成都,34.49万,23.97万,1,2023年,0.50万公里
东风风神,230T 自动追猎骑士版,佛山,8.99万,5.88万,0,2023年,0.98万公里
奔驰,GLB 220 时尚型,武汉,34.48万,22.50万,0,2023年,1.23万公里
沃尔沃,B5 智远豪华版,合肥,45.09万,27.60万,0,2024年,1.90万公里
大众,ID. 纯享限量版,南昌,19.39万,12.68万,0,2024年,0.09万公里
别克,15N 自动进取型,东莞,11.99万,2.88万,0,2017年,13.40万公里
本田,1.5L CVT SPORT心动版,惠州,9.78万,5.98万,0,2021年,3.77万公里
本田,1.8L 自动舒适版,北京,13.99万,8.56万,1,2020年,7.88万公里
大众,280TSI 两驱舒适版,贵阳,18.28万,11.18万,0,2021年,4.60万公里
大众,280TSI DSG舒适版,中山,17.69万,10.08万,0,2022年,4.42万公里
大众,330TSI 豪华版 国VI,临沂,23.79万,14.58万,0,2021年,5.68万公里
奔驰,CLA 200 四门轿跑车,南京,29.98万,20.88万,1,2022年,3.07万公里
奥迪,35 TFSI 舒适型,厦门,31.60万,5.98万,1,2014年,13万公里
宝马,218i 运动设计套装,银川,26.78万,7.30万,0,2017年,5万公里
宝马,218i 领先型,东莞,24.78万,5.88万,0,2016年,7.80万公里
斯柯达,1.6L 自动创行版,杭州,10.59万,2.98万,0,2016年,8.47万公里
凯迪拉克,28T 技术型,深圳,27.38万,9.08万,0,2018年,7.10万公里
宝马,520Li 典雅型,青岛,43.56万,10.98万,0,2014年,9.20万公里
现代,1.4T 双离合炫动·活力型,东莞,12.48万,4.68万,0,2018年,6.50万公里
沃尔沃,T4 智逸版,赣州,36.98万,13.98万,0,2018年,8.60万公里
欧拉,400km标准续航 雅典娜版 磷酸铁锂电池,郑州,12.39万,7.38万,0,2021年,1.80万公里
现代,280TGDi 智享版 国VI,东莞,14.38万,6.18万,0,2019年,5.60万公里
丰田,改款 185T CVT精英版 国V,西安,12.48万,4.98万,1,2018年,5.20万公里
奔驰,改款 GLC 300 4MATIC 动感型,成都,48.98万,19.80万,0,2018年,8.20万公里
本田,220TURBO CVT尊贵版,惠州,15.59万,6.98万,0,2018年,5.20万公里
奔驰,GLK 260 4MATIC 动感型,广州,39.80万,9.68万,0,2014年,12万公里
大众,2.0TSI 两驱商务版,苏州,44.28万,10.85万,0,2015年,13.70万公里
宝马,xDrive25i M运动套装,北京,38.98万,19.30万,1,2019年,4.17万公里
路虎,240PS PURE版,银川,37.48万,13.98万,1,2019年,7.90万公里
雪佛兰,Redline 550T 自动锐动版,东莞,19.59万,8.98万,0,2022年,2万公里
大众,280TSI DSG舒适型 国VI,东莞,16.19万,8.08万,0,2020年,4.20万公里
宝马,320Li M 运动套装,东莞,33.98万,12.88万,0,2018年,7.28万公里
宝马,525Li 豪华套装,合肥,43.69万,18.58万,0,2018年,9万公里
马自达,2.5L 蓝天尊崇版 国VI,东莞,21.68万,8.38万,0,2018年,7.70万公里
奥迪,40 TFSI 时尚动感型,广州,31.88万,16.68万,0,2020年,3万公里
奔驰,C 200 4MATIC 轿跑车,北京,39.68万,19.30万,0,2018年,4.77万公里
广汽传祺,235T 自动两驱精英百万纪念版,东莞,12.68万,5.13万,0,2019年,5.80万公里
大众,凌渡L 280TSI DSG酷辣版,温州,17.09万,10.58万,0,2022年,2万公里
现代,280TGDi 智速版 国V,东莞,14.08万,5.88万,0,2019年,6.50万公里
本田,1.5L CVT经典版,东莞,8.98万,4.18万,1,2018年,4.50万公里
丰田,1.2T S-CVT精英PLUS版,东莞,12.88万,7.58万,0,2022年,1.10万公里
丰田,1.2T S-CVT精英PLUS版,东莞,12.88万,7.68万,0,2023年,1.90万公里
奔驰,二次改款 E 350 e L 轿车,合肥,51.76万,33.30万,0,2022年,2.76万公里
宝马,xDrive28i M运动套装,太原,42.58万,20.38万,1,2020年,8.50万公里
丰田,1.2T S-CVT先锋PLUS版,东莞,12.28万,6.98万,0,2022年,4.90万公里
奔驰,改款 C 260 L 运动版,石家庄,34.68万,17.20万,1,2019年,4.60万公里
本田,2.0L 精英版,东莞,18.98万,7.88万,1,2017年,8.30万公里
本田,220TURBO CVT豪华版,东莞,13.99万,6.98万,0,2018年,7.50万公里
Jeep,2.4L 领先版智能包,东莞,23.58万,5.08万,0,2018年,9万公里
比亚迪,骑士版,深圳,13.08万,8.38万,0,2022年,2.80万公里
丰田,双擎 2.5L Limited旗舰版 国V,揭阳,28.98万,13.90万,0,2019年,6.50万公里
本田,220TURBO CVT尊贵版,东莞,15.59万,6.88万,0,2017年,8.50万公里
Jeep,2.4L 领先版智能包,东莞,23.58万,5.08万,0,2018年,9万公里
比亚迪,骑士版,深圳,13.08万,8.38万,0,2022年,2.80万公里
丰田,双擎 2.5L Limited旗舰版 国V,揭阳,28.98万,13.90万,0,2019年,6.50万公里
本田,220TURBO CVT尊贵版,东莞,15.59万,6.88万,0,2017年,8.50万公里
宝马,330Li xDrive M运动曜夜套装,广州,40.99万,21.60万,0,2020年,7万公里
大众,1.6L 自动舒适型,杭州,14.09万,2.98万,1,2013年,11.50万公里
宝马,改款 630i M运动套装,郑州,62.39万,41.80万,1,2023年,0.80万公里
标致,1.6THP 自动至尚版,青岛,21.47万,1.98万,0,2013年,13.70万公里
宝马,320i M运动型,海口,41.98万,14.38万,1,2018年,9.50万公里
雪佛兰,1.8L SX AT,杭州,15.32万,1.49万,0,2012年,13.15万公里
宝马,改款 630i 豪华设计套装,杭州,58.39万,39.80万,0,2023年,1.40万公里
现代,280TGDi 运动版 国VI,东莞,13.38万,5.88万,0,2020年,5万公里
奔驰,GLC 300 L 4MATIC 动感型,广州,44.73万,29.00万,0,2022年,5.75万公里
Jeep,改款 2.4L 四驱舒适版,青岛,24.59万,4.88万,0,2016年,8.10万公里
日产,2.0L XL 舒适版,东莞,18.78万,9.98万,0,2021年,3.60万公里
宝马,320Li 时尚型,东莞,32.38万,11.98万,0,2018年,8万公里
吉利汽车,运动版 1.8L 手动领尚型,杭州,8.78万,2.58万,1,2018年,8.15万公里
凯迪拉克,3.0L 豪华型,苏州,49.80万,4.28万,0,2014年,8.89万公里
现代,1.8L 自动智能型GLS 国V,东莞,14.98万,5.18万,0,2018年,4.60万公里
宝马,318Li 时尚型,合肥,30.99万,9.58万,3,2017年,8.80万公里
沃尔沃,B5 四驱智雅豪华版,扬州,47.49万,19.10万,1,2021年,7.40万公里
别克,XT 1.6L 自动时尚版,广州,14.99万,2.38万,1,2015年,6.50万公里
别克,2.4L SIDI舒适版,南京,22.69万,2.68万,0,2012年,11.60万公里
奔驰,改款 GLS 450 4MATIC 豪华型,武汉,132.70万,92.48万,0,2022年,4.20万公里
宝马,xDrive20Li 豪华型,佛山,37.98万,12.50万,0,2018年,13万公里
广汽传祺,增程式 尊享版,佛山,21.93万,1.88万,1,2015年,11万公里
现代,280TGDi 智速版 国VI,东莞,14.08万,5.88万,1,2019年,6.70万公里
马自达,2.0L 自动时尚型,苏州,14.78万,2.56万,1,2014年,9.80万公里
奔驰,二次改款 GLS 450 4MATIC 豪华型,成都,132.90万,99.80万,0,2022年,1万公里
福特,2.0T 汽油自动四驱旗舰版,上海,36.08万,7.86万,0,2016年,7.30万公里
福特,1.5L 自动尊贵型,苏州,12.78万,2.28万,0,2014年,8.60万公里
斯柯达,1.6L 自动Sport版,杭州,11.08万,2.88万,0,2013年,7.10万公里
Jeep,改款 2.4L 四驱舒适版,厦门,24.59万,4.38万,0,2016年,9万公里
奔驰,GLC 300 L 4MATIC 动感型 7座,西安,48.53万,38.80万,0,2023年,0.80万公里
雪佛兰,325T 自动欣悦版,青岛,8.99万,3.48万,0,2021年,3.92万公里
奥迪,35 TFSI 典藏版 S line舒适型,东莞,33.29万,8.98万,0,2016年,10.80万公里
保时捷,Cayenne 3.0T,苏州,88.80万,31.85万,0,2017年,9.30万公里
别克,三厢 15S 自动领先型,深圳,15.49万,3.68万,1,2016年,11万公里
宝马,740Li领先型,深圳,118.80万,9.28万,1,2009年,12.60万公里
大众,1.8TSI DSG舒适型,北京,22.68万,1.85万,1,2010年,12.40万公里
保时捷,Cayenne 3.0T,苏州,88.80万,31.85万,0,2017年,9.30万公里
别克,三厢 15S 自动领先型,深圳,15.49万,3.68万,1,2016年,11万公里
宝马,740Li领先型,深圳,118.80万,9.28万,1,2009年,12.60万公里
大众,1.8TSI DSG舒适型,北京,22.68万,1.85万,1,2010年,12.40万公里
威马汽车,EX5 400 Lite 探索版  ,上海,19.98万,4.98万,0,2019年,7.40万公里
铃木,1.6L CVT两驱进取型,太原,11.98万,3.98万,0,2015年,7.50万公里
本田,1.5L CVT舒适版,东莞,13.99万,8.68万,0,2022年,2.60万公里
奥迪,40 TFSI 技术型,苏州,42.76万,7.35万,0,2014年,12万公里
广汽传祺,235T 自动两驱豪华智联版,东莞,14.38万,4.88万,0,2018年,9万公里
现代,1.6T 双离合两驱智能型,杭州,17.99万,5.39万,0,2016年,7.81万公里
吉利汽车,1.8T 豪华型,东莞,14.58万,3.18万,1,2016年,7.60万公里
现代,2.0L 自动两驱智能型 国IV,河源,17.68万,3.98万,1,2015年,11.40万公里
林肯,2.0T 两驱尊雅版,深圳,27.98万,15.50万,0,2021年,3万公里
奥迪,40 TFSI 进取型,苏州,38.36万,8.58万,1,2014年,13万公里
奥迪,40 TFSI 技术型,济南,42.76万,9.80万,4,2016年,12.20万公里
大众,1.8TSI 自动两驱风尚版,合肥,21.18万,4.88万,3,2014年,9.50万公里
上汽大通MAXUS,2.0T 自动旗舰版,上海,26.98万,6.28万,0,2016年,9万公里
现代,1.6T 双离合两驱智能型,郑州,17.99万,4.18万,0,2017年,15万公里
丰田,2.0T 四驱精英版 7座,杭州,25.88万,10.28万,0,2016年,15.50万公里
理想汽车,Pro版,合肥,33.98万,26.30万,0,2023年,1.22万公里
奥迪,TFSI 标准型,北京,40.98万,13.28万,0,2015年,7.70万公里
奥迪,Limousine 35 TFSI 时尚型 国VI,佛山,21.97万,8.99万,2,2020年,4.20万公里
沃尔沃,B6 智逸豪华版 7座,北京,69.59万,42.80万,0,2022年,1.60万公里
大众,1.5L 手动时尚型,杭州,8.56万,3.49万,0,2018年,9.53万公里
奥迪,35 TFSI quattro 全时四驱风尚型,桂林,32.78万,9.38万,0,2017年,4.33万公里
宝马,125i M运动曜夜版,太原,24.68万,12.22万,0,2022年,3.90万公里
吉利汽车,1.5TD DCT i9 BSG,深圳,12.88万,5.32万,0,2020年,7.30万公里
凯迪拉克,28T 技术型,武汉,27.38万,9.05万,0,2019年,6.06万公里
吉利汽车,1.5T MHEV 耀智版,东莞,15.98万,5.98万,0,2019年,7.20万公里
别克,1.5L 自动经典型,广州,10.19万,2.18万,0,2015年,12.50万公里
别克,2.0L 领先时尚型,青岛,17.89万,3.80万,0,2016年,8.83万公里
日产,1.6L 自动科技版,广州,13.28万,1.78万,0,2010年,10万公里
奥迪,TFSI 标准型,大连,40.98万,8.80万,1,2013年,18万公里
路虎,249PS 大都会版,银川,39.68万,21.80万,1,2022年,4万公里
广汽传祺,270T J15版,东莞,11.80万,6.98万,0,2022年,4万公里
福特,两厢 1.8L 自动时尚型,深圳,12.78万,1.77万,0,2012年,12万公里
宝马,xDrive35i 领先型,佛山,91.80万,24.40万,0,2016年,12万公里
哈弗,蓝标 运动版 1.5T 手动两驱精英型,济南,10.30万,3.58万,0,2018年,6.20万公里
斯巴鲁,2.0XS 自动豪华版,佛山,25.48万,2.65万,0,2008年,15万公里
奥迪,TFSI 标准型,郑州,40.98万,7.58万,0,2013年,12.80万公里
蔚来,75kWh,合肥,29.80万,26.50万,0,2024年,0.01万公里
丰田,1.5E CVT魅动版 国VI,佛山,8.78万,4.18万,0,2019年,7万公里
广汽传祺,320T 两驱豪华版 7座,武汉,16.98万,6.68万,0,2018年,6.80万公里
别克,改款 1.3T 自动轻混动精英型,深圳,12.59万,4.98万,1,2021年,6万公里
路虎,极光L 249PS R-Dynamic SE豪华版,合肥,44.58万,19.58万,0,2021年,6万公里
东风风光,1.5T 自动畅享型,东莞,7.98万,4.48万,0,2023年,1万公里
红旗,2.0T 智联旗享版,济南,19.98万,9.58万,0,2020年,5.10万公里
雪佛兰,1.5L 经典 SE AT,常州,10.99万,2.58万,0,2015年,9.20万公里
起亚,2.0L 自动GL,济南,16.78万,4.00万,0,2014年,11万公里
宝马,528Li 领先型,广州,55.06万,8.65万,1,2014年,19万公里
奥迪,40 TFSI 时尚型,北京,33.98万,12.50万,0,2017年,4.90万公里
奔驰,GLA 200 时尚型,石家庄,28.88万,10.70万,0,2018年,2.60万公里
宝马,420i Gran Coupe 时尚型,东莞,48.00万,11.88万,0,2014年,8.58万公里
奥迪,30 FSI 技术型,东莞,42.95万,8.88万,0,2013年,10.65万公里
大众,1.5L 自动舒适智联版,东莞,13.60万,6.78万,0,2021年,3.50万公里
日产,经典 1.6XE 自动领先版,银川,11.23万,3.75万,2,2017年,8.70万公里
奔驰,改款 GLC 260 L 4MATIC 动感型,潍坊,39.98万,28.30万,0,2022年,2.45万公里
马自达,2.0L 自动豪华版,东莞,17.28万,2.98万,0,2012年,17.10万公里
奥迪,55 TFSI quattro S-line edition one先行版,武汉,67.77万,42.50万,0,2022年,2.10万公里
沃尔沃,B5 智远豪华版,东莞,44.59万,22.58万,0,2021年,2.90万公里
本田,2.4L 豪华版,广州,25.68万,3.98万,1,2010年,14.90万公里
现代,1.8L 自动智能型GLS 国V,东莞,14.98万,6.08万,0,2018年,5.80万公里
大众,1.6L 自动舒适型,沈阳,14.78万,5.98万,1,2018年,8.40万公里
红旗,2.0T 智联旗享版,济南,19.98万,12.28万,0,2023年,0.90万公里
丰田,1.6G CVT精英版,济南,12.48万,4.60万,2,2016年,6万公里
宝马,520Li 典雅型,东莞,43.56万,10.68万,1,2015年,10.88万公里
奥迪,45 TFSI quattro 运动型,沈阳,52.49万,15.30万,1,2016年,11.50万公里
雷克萨斯,270 典雅版,佛山,49.60万,10.50万,0,2013年,20万公里
大众,1.6L 自动舒适版,武汉,10.39万,3.48万,0,2015年,7.80万公里
丰田,改款 185T CVT新锐版 国V,河源,11.78万,4.98万,1,2018年,8.60万公里
奔驰,AMG A 35 4MATIC,青岛,39.98万,20.25万,0,2022年,5万公里
宝马,525Li M运动套装,东莞,42.69万,21.80万,1,2020年,5.30万公里
标致,350THP 自动豪华版,长沙,16.17万,3.58万,0,2017年,6.60万公里
玛莎拉蒂,3.0T 标准版,杭州,78.88万,46.80万,0,2020年,4.40万公里
荣威,1.5L 手动豪华天窗版,新乡,7.87万,1.45万,1,2015年,7万公里
宝马,创领型,杭州,44.50万,24.68万,0,2023年,1.40万公里
本田,220TURBO CVT劲动版 国VI,东莞,13.99万,7.80万,0,2020年,1.70万公里
路虎,200PS 家庭版 5座,济南,35.68万,17.00万,2,2021年,3.60万公里
保时捷,Macan 2.0T,杭州,55.40万,44.80万,0,2022年,1.90万公里
日产,2.0L CVT智联舒适版 2WD,东莞,19.93万,9.56万,0,2020年,5.22万公里
本田,220TURBO CVT劲动版 国VI,东莞,13.99万,7.80万,0,2020年,1.70万公里
路虎,200PS 家庭版 5座,济南,35.68万,17.00万,2,2021年,3.60万公里
保时捷,Macan 2.0T,杭州,55.40万,44.80万,0,2022年,1.90万公里
日产,2.0L CVT智联舒适版 2WD,东莞,19.93万,9.56万,0,2020年,5.22万公里
吉利汽车,缤瑞COOL 1.5T DCT雷霆版,昆明,10.98万,6.20万,1,2022年,2万公里
路虎,3.0 V6 SC Vogue 加长版,成都,165.80万,79.80万,0,2017年,6万公里
日产,1.6L XL CVT悦享版,德阳,12.99万,7.88万,0,2021年,2.14万公里
丰田,2.5L 进取版 国VI,杭州,20.88万,10.98万,2,2020年,8.75万公里
林肯,百周年限量版,上海,30.86万,18.86万,0,2023年,0.88万公里
宝马,320Li 时尚型,东莞,31.68万,12.88万,0,2019年,8.02万公里
大众,280TSI DSG超越版,厦门,15.59万,9.58万,1,2022年,3.20万公里
奥迪,40 TFSI 荣享时尚型,北京,41.58万,18.80万,1,2020年,9.80万公里
丰田,2.0T 两驱豪华版 7座,金华,28.48万,12.88万,0,2017年,10万公里
本田,1.5L CVT经典版,东莞,8.98万,3.68万,0,2017年,7.78万公里
奔驰,GLC 260 L 4MATIC 动感型,泉州,39.28万,20.99万,2,2019年,8.20万公里
大众,1.8TSI DSG舒适型,北京,22.68万,1.85万,1,2009年,12.10万公里
宝马,改款 740Li 尊享型 M运动套装,广州,106.80万,48.88万,0,2020年,8.70万公里
奔驰,GLB 200 时尚型,武汉,31.48万,20.90万,0,2023年,1.70万公里
宝马,530Li 尊享型 M运动套装,广州,50.69万,27.60万,0,2020年,5万公里
大众,280TSI DSG豪华型,常州,16.88万,6.38万,0,2018年,10.21万公里
比亚迪,1.5T 自动旗舰型,东莞,13.28万,6.72万,0,2021年,3.80万公里
宝马,320i M运动套装,合肥,31.68万,10.88万,0,2018年,10.20万公里
林肯,2.7T 四驱尊耀版,合肥,41.88万,22.98万,0,2022年,7万公里
丰田,改款 2.0L 领先版,济南,13.98万,8.88万,0,2023年,0.40万公里
斯柯达,1.8TSI 自动智雅版,北京,19.19万,1.86万,3,2010年,12万公里
本田,220TURBO CVT燃动版 国VI,东莞,14.59万,7.50万,0,2019年,6.20万公里
路虎,3.0 L6 HSE DYNAMIC,成都,100.60万,56.66万,0,2020年,7.30万公里
起亚,270T CVVD 豪华版,东莞,17.18万,8.98万,0,2021年,4.28万公里
广汽传祺,270T J16 R-Style赛道版,成都,13.68万,7.18万,0,2022年,2万公里
斯柯达,1.8TSI 自动贵雅版,重庆,21.79万,2.48万,1,2012年,15万公里
纳智捷,2.0T 舒享型,深圳,16.98万,3.35万,3,2016年,8万公里
奔驰,C 200 4MATIC 轿跑版,福州,42.18万,18.80万,0,2017年,1.90万公里
奥迪,A8L 55 TFSI quattro旗舰型,烟台,111.88万,73.08万,0,2022年,0.60万公里
大众,3.0TSI 标配型,青岛,72.00万,11.38万,0,2015年,16.50万公里
哈弗,2.0T 四驱精英型 7座,佛山,20.98万,8.58万,0,2016年,7.30万公里
马自达,2.0L 自动时尚型,杭州,17.98万,2.18万,0,2012年,12.60万公里
日产,1.6L XL CVT悦享版,东莞,12.99万,6.98万,0,2021年,4.28万公里
大众,230TSI 自动豪华型,乌鲁木齐,16.59万,6.88万,1,2017年,8.20万公里
大众,1.4L 自动风尚型,济南,8.79万,4.38万,2,2017年,4.11万公里
大众,380TSI  R-Line智联版 四驱,沈阳,24.99万,15.58万,0,2022年,3.93万公里
奔驰,GLC 300 L 4MATIC 动感型,泉州,44.73万,31.18万,0,2022年,2.50万公里
丰田,2.0G 豪华版 国VI,武汉,19.98万,10.62万,0,2019年,3.28万公里
吉利汽车,240T DCT铂金版,南昌,8.98万,5.88万,0,2022年,2.37万公里
福特,EcoBoost 180 两驱铂翼型,佛山,17.98万,5.88万,0,2018年,7.24万公里
宝马,二次改款 xDrive40i M运动套装,青岛,86.69万,56.80万,0,2023年,1.95万公里
丰田,2.0G 豪华版,南阳,19.98万,13.08万,0,2021年,3.74万公里
陆风,2.0T 全景旗舰版,泉州,14.78万,2.98万,1,2017年,5.40万公里
别克,652T 智享型,广州,21.08万,12.98万,0,2022年,1.61万公里
东风风神,1.6T 自动AI先锋型 国VI,深圳,11.99万,4.88万,0,2020年,3.53万公里
标致,1.2T 自动豪华版,苏州,15.17万,1.85万,0,2016年,7.10万公里
丰田,双擎 2.5L XLE尊贵版 国VI,揭阳,25.78万,13.80万,0,2020年,8.60万公里
奥迪,A3L Limousine 35 TFSI 时尚运动型,杭州,23.07万,15.18万,1,2024年,0.15万公里
奔驰,GLC 260 L 4MATIC 豪华型,东莞,43.48万,17.86万,0,2018年,10.30万公里
别克,改款 1.3T 自动轻混动精英型,太原,12.59万,5.68万,0,2021年,1.23万公里
雪佛兰,2.4L 两驱豪华版 7座,沈阳,18.99万,4.70万,2,2017年,8万公里
比亚迪,2.0T 自动智联尊贵型 7座 国V,郑州,14.99万,7.38万,1,2018年,6.85万公里
雪佛兰,530T 自动豪华版,昆明,17.99万,5.90万,1,2019年,6.66万公里
吉利汽车,1.4T CVT尊贵型,郑州,9.99万,6.18万,0,2021年,1.32万公里
本田,2.4L 豪华版,杭州,24.98万,13.38万,0,2018年,6.28万公里
特斯拉,长续航后驱版,西安,42.10万,13.99万,1,2019年,6.80万公里
广汽传祺,1.5L 尊享版,广州,21.98万,4.68万,0,2017年,9.30万公里
大众,380TSI  R-Line智联版 四驱,沈阳,24.99万,13.58万,1,2020年,4.04万公里
本田,1.8L 自动舒适精英版 5座,深圳,15.78万,6.68万,0,2016年,6.90万公里
别克,2.4L SIDI豪雅版,青岛,25.59万,2.38万,2,2012年,9.52万公里
本田,改款 2.4L 智享版,广州,26.68万,10.18万,0,2016年,14.12万公里
别克,GT 1.6L 自动时尚版,杭州,15.27万,1.39万,2,2012年,11.99万公里
福特,两厢 1.6L 自动风尚型,苏州,14.39万,1.99万,0,2013年,8.30万公里
领克,2.0TD 两驱耀Pro,重庆,18.38万,9.38万,0,2022年,6万公里
大众,1.8TSI 自动两驱风尚版,上海,23.38万,3.30万,0,2011年,12万公里
别克,3.0L旗舰版,青岛,32.29万,1.88万,0,2010年,9.38万公里
宝马,xDrive28i 领先型,杭州,54.50万,7.68万,2,2013年,11万公里
奔驰,GLC 300 L 4MATIC 动感型,武汉,44.78万,28.70万,1,2020年,3.50万公里
宝马,320i 运动设计套装,东莞,37.90万,8.68万,0,2015年,8.60万公里
丰田,2.7 自动 GX 四驱,长沙,40.00万,10.98万,1,2008年,18万公里
别克,XT 1.6L 自动舒适版,苏州,14.49万,1.58万,0,2013年,6.60万公里
大众,380TSI 四驱尊享豪华版,杭州,34.15万,24.80万,0,2023年,1.60万公里
AITO,Max六座四驱智驾版,武汉,32.98万,26.80万,0,2024年,1万公里
大众,1.4TSI 手动舒适型,深圳,13.68万,4.38万,0,2013年,11.60万公里
